outcome,date,age_group,unvaccinated_rate,vaccinated_rate,boosted_rate,crude_vaccinated_ratio,crude_boosted_ratio,age_adjusted_unvaccinated_rate,age_adjusted_vaccinated_rate,age_adjusted_boosted_rate,age_adjusted_vaccinated_ratio,age_adjusted_boosted_ratio,population_unvaccinated,population_vaccinated,population_boosted,outcome_unvaccinated,outcome_vaccinated,outcome_boosted,age_group_min,age_group_max
Deaths,2023-08-12,80+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24472,11382.0,47131.0,0,0.0,0.0,80,200
Cases,2022-11-12,50-64,240.7,85.4,135.4,2.8,1.8,0.0,0.0,0.0,0.0,0.0,36564,125287.0,246697.0,88,107.0,334.0,50,64
Deaths,2023-08-12,30-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107297,278401.0,347314.0,0,0.0,0.0,30,49
Hospitalizations,2023-02-11,80+,28.3,44.0,36.1,0.6,0.8,0.0,0.0,0.0,0.0,0.0,24710,11376.0,47122.0,7,5.0,17.0,80,200
Cases,2023-09-09,All,63.4,27.4,50.8,2.3,1.2,70.1,27.9,40.2,2.5,1.7,526704,860292.0,1040817.0,334,236.0,529.0,999,999
Deaths,2022-11-12,30-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116651,276645.0,347072.0,0,0.0,0.0,30,49
Cases,2022-10-08,Dec-17,161.0,69.9,51.8,2.3,3.1,0.0,0.0,0.0,0.0,0.0,34773,85834.0,44443.0,56,60.0,23.0,12,17
Hospitalizations,2021-07-10,30-49,4.3,0.4,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,280996,481217.0,0.0,12,2.0,0.0,30,49
Hospitalizations,2022-12-03,All,19.5,9.5,10.6,2.1,1.8,25.6,13.4,7.3,1.9,3.5,562883,851081.0,1039826.0,110,81.0,110.0,999,999
Cases,2023-12-02,18-29,109.1,35.7,29.5,3.1,3.7,0.0,0.0,0.0,0.0,0.0,67857,215628.0,162973.0,74,77.0,48.0,18,29
Cases,2022-02-05,18-29,253.7,91.4,152.5,2.8,1.7,0.0,0.0,0.0,0.0,0.0,108394,225478.0,122651.0,275,206.0,187.0,18,29
Cases,2022-10-08,18-29,119.3,43.0,71.2,2.8,1.7,0.0,0.0,0.0,0.0,0.0,87155,211790.0,161468.0,104,91.0,115.0,18,29
Deaths,2022-02-05,80+,58.4,81.2,2.5,0.7,23.4,0.0,0.0,0.0,0.0,0.0,27390,16013.0,40692.0,16,13.0,1.0,80,200
Cases,2022-01-08,All,2211.2,1608.9,1136.1,1.4,1.9,2492.5,1510.1,996.1,1.7,2.5,771844,1058475.0,641998.0,17067,17030.0,7294.0,999,999
Deaths,2021-09-04,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75470,79801.0,0.0,0,0.0,0.0,12,17
Deaths,2023-02-11,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33305,86332.0,44556.0,0,0.0,0.0,12,17
Cases,2023-04-08,65-79,72.8,57.6,78.6,1.3,0.9,0.0,0.0,0.0,0.0,0.0,39837,43431.0,171716.0,29,25.0,135.0,65,79
Deaths,2021-11-06,30-49,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199928,527699.0,31898.0,4,0.0,0.0,30,49
Deaths,2023-09-09,All,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,526704,860292.0,1040817.0,1,0.0,0.0,999,999
Deaths,2023-06-03,80+,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24536,11384.0,47129.0,0,0.0,1.0,80,200
Hospitalizations,2022-05-07,65-79,21.0,16.2,10.4,1.3,2.0,0.0,0.0,0.0,0.0,0.0,47611,49260.0,162746.0,10,8.0,17.0,65,79
Deaths,2022-07-09,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36376,91174.0,37907.0,0,0.0,0.0,12,17
Deaths,2023-05-06,30-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109056,278396.0,347295.0,0,0.0,0.0,30,49
Deaths,2022-03-05,All,1.2,0.9,0.4,1.3,3.0,1.3,1.7,0.3,0.8,4.4,668131,908622.0,900419.0,8,8.0,4.0,999,999
Hospitalizations,2023-10-07,05-Nov,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89345,82666.0,21271.0,1,0.0,0.0,5,11
Cases,2022-01-01,All,2442.2,1834.6,1063.9,1.3,2.3,2749.0,1671.1,915.8,1.6,3.0,797277,1104766.0,587380.0,19471,20268.0,6249.0,999,999
Hospitalizations,2021-12-11,18-29,21.7,0.3,0.0,72.3,0.0,0.0,0.0,0.0,0.0,0.0,147702,295416.0,37772.0,32,1.0,0.0,18,29
Deaths,2022-09-10,18-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90487,211509.0,161187.0,0,0.0,0.0,18,29
Cases,2022-07-02,18-29,389.3,121.6,291.9,3.2,1.3,0.0,0.0,0.0,0.0,0.0,93769,214617.0,155854.0,365,261.0,455.0,18,29
Hospitalizations,2023-06-10,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Deaths,2021-04-10,65-79,7.0,0.9,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,99368,107437.0,0.0,7,1.0,0.0,65,79
Hospitalizations,2021-05-08,50-64,67.6,4.1,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,146538,195911.0,0.0,99,8.0,0.0,50,64
Hospitalizations,2023-09-02,05-Nov,1.1,2.4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,89489,82669.0,21265.0,1,2.0,0.0,5,11
Hospitalizations,2021-07-10,50-64,4.7,0.3,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,107073,304806.0,0.0,5,1.0,0.0,50,64
Cases,2021-12-11,All,504.4,212.0,59.3,2.4,8.5,576.9,173.5,54.8,3.3,10.5,847199,1247588.0,380994.0,4273,2645.0,226.0,999,999
Cases,2023-03-11,50-64,213.6,70.8,87.9,3.0,2.4,0.0,0.0,0.0,0.0,0.0,33710,125621.0,246881.0,72,89.0,217.0,50,64
Cases,2023-03-04,All,118.5,68.4,93.2,1.7,1.3,133.7,70.0,93.6,1.9,1.4,544398,857702.0,1040439.0,645,587.0,970.0,999,999
Cases,2023-01-07,18-29,163.6,62.4,82.9,2.6,2.0,0.0,0.0,0.0,0.0,0.0,78851,212977.0,161629.0,129,133.0,134.0,18,29
Deaths,2021-12-04,65-79,23.7,2.7,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,54957,111079.0,93634.0,13,3.0,0.0,65,79
Cases,2021-09-04,50-64,252.3,66.1,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,86807,323733.0,0.0,219,214.0,0.0,50,64
Cases,2023-06-03,30-49,18.4,7.2,12.4,2.6,1.5,0.0,0.0,0.0,0.0,0.0,108436,278399.0,347302.0,20,20.0,43.0,30,49
Hospitalizations,2022-07-09,Dec-17,2.7,1.1,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,36376,91174.0,37907.0,1,1.0,0.0,12,17
Cases,2023-01-07,50-64,274.0,91.7,136.1,3.0,2.0,0.0,0.0,0.0,0.0,0.0,34669,125434.0,246821.0,95,115.0,336.0,50,64
Hospitalizations,2022-09-03,65-79,43.9,32.0,21.7,1.4,2.0,0.0,0.0,0.0,0.0,0.0,45582,43748.0,170866.0,20,14.0,37.0,65,79
Hospitalizations,2023-03-11,65-79,32.5,18.4,15.7,1.8,2.1,0.0,0.0,0.0,0.0,0.0,40003,43418.0,171704.0,13,8.0,27.0,65,79
Deaths,2023-07-08,All,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,531904,860327.0,1040745.0,0,0.0,2.0,999,999
Cases,2022-11-12,18-29,200.5,70.2,77.4,2.9,2.6,0.0,0.0,0.0,0.0,0.0,82776,212328.0,161549.0,166,149.0,125.0,18,29
Hospitalizations,2022-08-06,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97222,86190.0,11845.0,0,0.0,0.0,5,11
Cases,2022-09-10,80+,175.7,184.1,183.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,26174,11409.0,46990.0,46,21.0,86.0,80,200
Hospitalizations,2022-10-08,50-64,31.1,3.2,7.7,9.7,4.0,0.0,0.0,0.0,0.0,0.0,38636,125178.0,246593.0,12,4.0,19.0,50,64
Deaths,2022-09-10,All,0.8,0.5,0.3,1.6,2.7,0.7,0.8,0.2,0.8,3.8,602393,841160.0,1033881.0,5,4.0,3.0,999,999
Deaths,2022-03-05,80+,14.7,34.3,7.1,0.4,2.1,0.0,0.0,0.0,0.0,0.0,27168,14574.0,42437.0,4,5.0,3.0,80,200
Hospitalizations,2022-03-12,All,3.6,2.2,2.4,1.6,1.5,4.5,2.7,1.6,1.7,2.8,664996,907380.0,911102.0,24,20.0,22.0,999,999
Hospitalizations,2022-04-02,18-29,2.0,0.0,0.7,0.0,2.9,0.0,0.0,0.0,0.0,0.0,98738,219958.0,146325.0,2,0.0,1.0,18,29
Hospitalizations,2023-01-07,Dec-17,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33600,86240.0,44537.0,2,0.0,0.0,12,17
Deaths,2022-06-11,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100172,93140.0,2658.0,0,0.0,0.0,5,11
Deaths,2022-12-03,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92929,81116.0,21117.0,0,0.0,0.0,5,11
Deaths,2023-04-08,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Deaths,2023-09-09,65-79,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39140,43415.0,171755.0,1,0.0,0.0,65,79
Deaths,2023-10-07,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Hospitalizations,2023-05-06,80+,12.2,17.6,25.5,0.7,0.5,0.0,0.0,0.0,0.0,0.0,24581,11385.0,47127.0,3,2.0,12.0,80,200
Hospitalizations,2022-09-10,05-Nov,2.1,0.0,11.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,95349,82126.0,17689.0,2,0.0,2.0,5,11
Cases,2021-05-08,All,167.4,15.1,0.0,11.1,0.0,181.7,11.3,0.0,16.1,0.0,1432023,822199.0,0.0,2397,124.0,0.0,999,999
Cases,2022-11-05,Dec-17,145.6,73.3,80.9,2.0,1.8,0.0,0.0,0.0,0.0,0.0,34344,85986.0,44495.0,50,63.0,36.0,12,17
Cases,2023-06-10,0-4,12.9,1.2,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,21,2.0,0.0,0,4
Cases,2022-01-01,65-79,1702.9,1460.4,701.8,1.2,2.4,0.0,0.0,0.0,0.0,0.0,52264,79022.0,127818.0,890,1154.0,897.0,65,79
Cases,2023-02-04,All,129.3,72.4,84.6,1.8,1.5,143.3,72.7,89.2,2.0,1.6,548376,856091.0,1040343.0,709,620.0,880.0,999,999
Deaths,2021-06-12,30-49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300339,438852.0,0.0,3,0.0,0.0,30,49
Deaths,2022-11-12,All,0.0,0.4,0.3,0.0,0.0,0.0,0.7,0.2,0.0,0.0,570386,848167.0,1039564.0,0,3.0,3.0,999,999
Deaths,2022-09-03,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35274,86333.0,43599.0,0,0.0,0.0,12,17
Cases,2023-04-08,30-49,63.8,26.6,40.0,2.4,1.6,0.0,0.0,0.0,0.0,0.0,109729,278197.0,347283.0,70,74.0,139.0,30,49
Hospitalizations,2023-03-04,18-29,3.9,2.8,0.6,1.4,6.5,0.0,0.0,0.0,0.0,0.0,76784,213571.0,161659.0,3,6.0,1.0,18,29
Hospitalizations,2021-07-03,All,2.9,0.2,0.0,14.5,0.0,4.0,0.2,0.0,23.3,0.0,1207003,1324045.0,0.0,35,3.0,0.0,999,999
Deaths,2023-07-08,18-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74160,214139.0,161703.0,0,0.0,0.0,18,29
Hospitalizations,2021-11-06,65-79,43.0,16.2,4.8,2.7,9.0,0.0,0.0,0.0,0.0,0.0,58116,160017.0,41816.0,25,26.0,2.0,65,79
Deaths,2023-07-08,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Cases,2022-01-01,30-49,3171.7,2009.5,1294.1,1.6,2.5,0.0,0.0,0.0,0.0,0.0,168393,380138.0,202387.0,5341,7639.0,2619.0,30,49
Hospitalizations,2022-10-01,30-49,4.1,2.2,3.5,1.9,1.2,0.0,0.0,0.0,0.0,0.0,122014,276030.0,346933.0,5,6.0,12.0,30,49
Hospitalizations,2022-02-12,18-29,7.6,1.4,1.5,5.4,5.1,0.0,0.0,0.0,0.0,0.0,105504,222132.0,129112.0,8,3.0,2.0,18,29
Deaths,2023-04-08,30-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109729,278197.0,347283.0,0,0.0,0.0,30,49
Hospitalizations,2023-05-06,50-64,15.1,0.8,1.2,18.9,12.6,0.0,0.0,0.0,0.0,0.0,33091,125743.0,246908.0,5,1.0,3.0,50,64
Cases,2021-09-04,Dec-17,226.6,28.8,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,75470,79801.0,0.0,171,23.0,0.0,12,17
Deaths,2022-01-01,50-64,24.6,3.9,0.7,6.3,35.1,0.0,0.0,0.0,0.0,0.0,56937,206986.0,147279.0,14,8.0,1.0,50,64
Hospitalizations,2023-03-04,Dec-17,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33129,86403.0,44558.0,1,0.0,0.0,12,17
Deaths,2023-01-07,18-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78851,212977.0,161629.0,0,0.0,0.0,18,29
Cases,2022-04-02,80+,18.5,36.0,30.0,0.5,0.6,0.0,0.0,0.0,0.0,0.0,27040,13879.0,43312.0,5,5.0,13.0,80,200
Cases,2021-04-03,30-49,246.1,27.4,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,506745,105885.0,0.0,1247,29.0,0.0,30,49
Cases,2023-09-09,30-49,64.6,28.4,38.9,2.3,1.7,0.0,0.0,0.0,0.0,0.0,106855,278397.0,347322.0,69,79.0,135.0,30,49
Hospitalizations,2022-12-10,65-79,75.3,64.6,32.0,1.2,2.4,0.0,0.0,0.0,0.0,0.0,41147,43350.0,171635.0,31,28.0,55.0,65,79
Cases,2022-02-12,30-49,157.6,65.9,119.7,2.4,1.3,0.0,0.0,0.0,0.0,0.0,139578,302103.0,296569.0,220,199.0,355.0,30,49
Cases,2023-06-10,Dec-17,9.3,2.3,6.7,4.0,1.4,0.0,0.0,0.0,0.0,0.0,32409,86579.0,44583.0,3,2.0,3.0,12,17
Deaths,2023-10-07,65-79,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38643,43457.0,171823.0,0,0.0,2.0,65,79
Deaths,2021-09-04,65-79,12.3,1.5,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,65150,194427.0,0.0,8,3.0,0.0,65,79
Hospitalizations,2021-10-02,18-29,9.7,0.6,0.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,175617,307962.0,0.0,17,2.0,0.0,18,29
Hospitalizations,2023-04-08,65-79,20.1,13.8,11.6,1.5,1.7,0.0,0.0,0.0,0.0,0.0,39837,43431.0,171716.0,8,6.0,20.0,65,79
Deaths,2022-06-04,18-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94995,215928.0,153584.0,0,0.0,0.0,18,29
Hospitalizations,2021-07-03,30-49,4.6,0.2,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,284806,473790.0,0.0,13,1.0,0.0,30,49
Deaths,2022-10-08,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34773,85834.0,44443.0,0,0.0,0.0,12,17
Deaths,2021-10-02,65-79,16.1,1.6,0.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,62283,193295.0,0.0,10,3.0,0.0,65,79
Cases,2022-03-12,05-Nov,44.8,49.8,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,104915,86398.0,0.0,47,43.0,0.0,5,11
Cases,2023-08-05,Dec-17,18.7,4.6,9.0,4.1,2.1,0.0,0.0,0.0,0.0,0.0,32022,86577.0,44592.0,6,4.0,4.0,12,17
Hospitalizations,2023-06-10,18-29,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74610,214134.0,161697.0,0,1.0,0.0,18,29
Deaths,2023-03-11,30-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110407,277955.0,347264.0,0,0.0,0.0,30,49
Cases,2023-08-12,0-4,36.9,0.6,0.0,61.5,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,60,1.0,0.0,0,4
Cases,2023-02-04,Dec-17,227.9,89.2,103.2,2.6,2.2,0.0,0.0,0.0,0.0,0.0,33352,86315.0,44553.0,76,77.0,46.0,12,17
Deaths,2022-07-02,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36490,91639.0,37326.0,0,0.0,0.0,12,17
Deaths,2021-08-07,18-29,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206013,282729.0,0.0,3,0.0,0.0,18,29
Cases,2023-08-12,65-79,53.5,27.6,40.2,1.9,1.3,0.0,0.0,0.0,0.0,0.0,39237,43418.0,171751.0,21,12.0,69.0,65,79
Cases,2021-05-08,05-Nov,71.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,151,0.0,0.0,5,11
Deaths,2023-08-12,65-79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39237,43418.0,171751.0,0,0.0,0.0,65,79
Deaths,2022-07-09,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98989,89156.0,7798.0,0,0.0,0.0,5,11
Hospitalizations,2022-05-07,30-49,6.9,2.1,2.1,3.3,3.3,0.0,0.0,0.0,0.0,0.0,130589,286382.0,331646.0,9,6.0,7.0,30,49
Hospitalizations,2021-05-01,Dec-17,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167682,0.0,0.0,7,0.0,0.0,12,17
Hospitalizations,2021-11-06,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63281,101846.0,0.0,0,0.0,0.0,12,17
Deaths,2023-03-04,50-64,3.0,0.0,0.4,0.0,7.5,0.0,0.0,0.0,0.0,0.0,33780,125603.0,246874.0,1,0.0,1.0,50,64
Cases,2023-02-11,All,129.7,75.8,93.9,1.7,1.4,149.6,78.2,92.7,1.9,1.6,547298,856543.0,1040368.0,710,649.0,977.0,999,999
Deaths,2022-02-05,18-29,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108394,225478.0,122651.0,1,0.0,0.0,18,29
Deaths,2022-02-05,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42597,97526.0,18212.0,0,0.0,0.0,12,17
Hospitalizations,2023-09-09,18-29,4.1,0.5,0.6,8.2,6.8,0.0,0.0,0.0,0.0,0.0,73215,214129.0,161722.0,3,1.0,1.0,18,29
Cases,2023-06-03,80+,40.8,17.6,29.7,2.3,1.4,0.0,0.0,0.0,0.0,0.0,24536,11384.0,47129.0,10,2.0,14.0,80,200
Cases,2021-05-08,Dec-17,135.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165568,0.0,0.0,225,0.0,0.0,12,17
Hospitalizations,2023-10-07,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31666,86571.0,44601.0,0,0.0,0.0,12,17
Hospitalizations,2021-12-11,65-79,129.1,41.3,4.0,3.1,32.3,0.0,0.0,0.0,0.0,0.0,54236,104235.0,100914.0,70,43.0,4.0,65,79
Deaths,2023-06-03,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32449,86581.0,44580.0,0,0.0,0.0,12,17
Cases,2023-06-10,05-Nov,4.4,6.0,4.7,0.7,0.9,0.0,0.0,0.0,0.0,0.0,90486,82681.0,21245.0,4,5.0,1.0,5,11
Hospitalizations,2022-05-07,05-Nov,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101762,93683.0,0.0,0,1.0,0.0,5,11
Hospitalizations,2022-06-04,65-79,32.0,8.4,15.7,3.8,2.0,0.0,0.0,0.0,0.0,0.0,46947,47490.0,165480.0,15,4.0,26.0,65,79
Deaths,2021-10-02,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68439,93584.0,0.0,0,0.0,0.0,12,17
Hospitalizations,2022-01-01,65-79,367.4,193.6,28.9,1.9,12.7,0.0,0.0,0.0,0.0,0.0,52264,79022.0,127818.0,192,153.0,37.0,65,79
Deaths,2023-08-05,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Deaths,2023-08-12,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31954,86577.0,44592.0,0,0.0,0.0,12,17
Deaths,2023-08-12,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528906,860313.0,1040782.0,0,0.0,0.0,999,999
Hospitalizations,2022-02-12,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109671,68864.0,0.0,0,0.0,0.0,5,11
Cases,2022-10-08,65-79,72.8,126.7,112.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,43949,43409.0,171395.0,32,55.0,192.0,65,79
Hospitalizations,2021-05-01,All,21.2,3.0,0.0,7.1,0.0,27.3,1.8,0.0,15.3,0.0,1471355,709078.0,0.0,312,21.0,0.0,999,999
Hospitalizations,2023-07-01,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Cases,2023-09-02,All,67.1,30.6,46.9,2.2,1.4,72.8,32.9,39.5,2.2,1.8,527182,860288.0,1040815.0,354,263.0,488.0,999,999
Hospitalizations,2023-02-11,05-Nov,1.1,0.0,4.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,91730,82035.0,21195.0,1,0.0,1.0,5,11
Hospitalizations,2022-05-07,18-29,5.2,3.2,2.0,1.6,2.6,0.0,0.0,0.0,0.0,0.0,96593,217622.0,150759.0,5,7.0,3.0,18,29
Cases,2022-12-10,50-64,427.9,149.2,193.7,2.9,2.2,0.0,0.0,0.0,0.0,0.0,35521,125371.0,246748.0,152,187.0,478.0,50,64
Deaths,2023-02-04,18-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77612,213252.0,161643.0,0,0.0,0.0,18,29
Deaths,2022-10-01,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34876,85807.0,44418.0,0,0.0,0.0,12,17
Deaths,2021-10-09,All,2.6,0.2,0.0,13.0,0.0,4.0,0.2,0.0,23.5,0.0,998664,1519169.0,0.0,26,3.0,0.0,999,999
Hospitalizations,2023-04-01,80+,28.4,8.8,34.0,3.2,0.8,0.0,0.0,0.0,0.0,0.0,24634,11382.0,47126.0,7,1.0,16.0,80,200
Deaths,2022-10-08,18-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87155,211790.0,161468.0,0,0.0,0.0,18,29
Cases,2022-08-06,Dec-17,150.9,72.9,89.4,2.1,1.7,0.0,0.0,0.0,0.0,0.0,35790,89217.0,40287.0,54,65.0,36.0,12,17
Deaths,2021-06-12,50-64,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117767,280325.0,0.0,12,0.0,0.0,50,64
Cases,2023-05-06,50-64,87.6,19.9,40.1,4.4,2.2,0.0,0.0,0.0,0.0,0.0,33091,125743.0,246908.0,29,25.0,99.0,50,64
Cases,2021-12-11,50-64,760.3,181.6,36.9,4.2,20.6,0.0,0.0,0.0,0.0,0.0,62340,258308.0,92192.0,474,469.0,34.0,50,64
Deaths,2023-06-10,30-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108308,278398.0,347307.0,0,0.0,0.0,30,49
Hospitalizations,2021-07-03,50-64,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109144,300501.0,0.0,8,0.0,0.0,50,64
Deaths,2022-06-11,All,0.2,0.2,0.2,1.0,1.0,0.2,0.4,0.1,0.5,1.8,640279,874417.0,979825.0,1,2.0,2.0,999,999
Cases,2022-11-12,65-79,154.6,133.9,111.3,1.2,1.4,0.0,0.0,0.0,0.0,0.0,42041,43328.0,171584.0,65,58.0,191.0,65,79
Hospitalizations,2022-04-09,Dec-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38070,95325.0,31808.0,0,1.0,0.0,12,17
Deaths,2021-07-10,65-79,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71806,189097.0,0.0,2,0.0,0.0,65,79
Hospitalizations,2023-10-07,80+,24.6,35.1,27.6,0.7,0.9,0.0,0.0,0.0,0.0,0.0,24344,11392.0,47144.0,6,4.0,13.0,80,200
Deaths,2021-06-05,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122939,11914.0,0.0,0,0.0,0.0,12,17
Deaths,2023-07-08,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32241,86577.0,44590.0,0,0.0,0.0,12,17
Hospitalizations,2023-05-06,65-79,5.0,11.5,4.7,0.4,1.1,0.0,0.0,0.0,0.0,0.0,39631,43437.0,171727.0,2,5.0,8.0,65,79
Deaths,2022-12-10,30-49,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114339,276994.0,347125.0,0,1.0,0.0,30,49
Hospitalizations,2023-09-09,Dec-17,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31714,86574.0,44596.0,0,1.0,0.0,12,17
Deaths,2022-10-08,80+,7.8,8.8,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,25733,11377.0,47048.0,2,1.0,0.0,80,200
Hospitalizations,2022-01-08,Dec-17,11.7,10.2,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,51071,107463.0,3456.0,6,11.0,0.0,12,17
Deaths,2021-09-11,30-49,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232678,520775.0,0.0,1,0.0,0.0,30,49
